feature,importance
"cat__community_water_suggestions_Borehole construction, Gov't should invest in drilling Boreholes.
Establish water treatment plants that can purify water surface sources,make them safe for consumption. 
Rainwater harvesting, for instance Gov't promote the construction of rainwater harvesting systems in homes, schools and top of mountains.
",1.8803731766205314e-06
"cat__school_water_challenges_Long queues, Water is far from classrooms, Limited storage facilities",1.8259709842029802e-06
cat__community_water_challenges_Shortages ,1.82203881712544e-06
"cat__shortage_reason_High cost of water, Limited daily supply, Poor water quality",1.7821729689594038e-06
cat__health_hygiene_problems_slightly,1.7632676569584185e-06
cat__community_water_suggestions_Filtering and monitoring a contaminated water system ,1.722280859830984e-06
"cat__community_water_suggestions_Water facilities such as pipes should be many in the area and linked to the water

Water should be well treated to avoid disease infections

Enough pipes Water in the area will reduce the prices of water bought from water tanks",1.7112672872297455e-06
"cat__community_water_suggestions_By providing  clean water , and also pipe water to reduce long distance.",1.6883280981891243e-06
"cat__shortage_reason_High cost of water, Limited daily supply",1.6590142086841045e-06
"cat__community_water_challenges_Financial problem especially due to economic Crisis in the country, and long distance to access the safe water ",1.6561213036340357e-06
cat__community_water_challenges_High cost of clean water ,1.6557593486662738e-06
cat__community_water_suggestions_Installation of pipe and make water accessible ,1.5692753121921958e-06
cat__school_water_challenges_No challenge,1.5682559672263398e-06
cat__additional_information_Creation of different water stations within juba,1.5536987222947961e-06
cat__main_drinking_water_Piped water,1.428436608994788e-06
"cat__community_water_challenges_In shortage of water, mostly they who buy water with money they're suffering a lot sometimes, if there is no money for they sleeping without water for drinking and for bathing too and safe water for the community.",1.391345766027641e-06
cat__community_water_challenges_Money,1.326656666201131e-06
cat__additional_information_Household level chlorination of drinking water.,1.313783093922776e-06
cat__health_shortage_frequency_A few times per month,1.2667776841368835e-06
"cat__community_water_suggestions_My suggestion is that, the government or non_governmental organisation should initiates the plan to connect the pipeline water to the entire juba ",1.2454485200705826e-06
"cat__school_water_challenges_Long queues, Water is expensive, Water is far from classrooms",1.2407177719705522e-06
cat__community_water_suggestions_Water pipline ,1.2314957804189727e-06
cat__community_water_challenges_Far distance ,1.2247370365063396e-06
cat__community_water_challenges_Poor quality ,1.207111610570725e-06
cat__community_water_suggestions_Open more water point in next 100metres maybe reduce the high cost of water in Juba,1.187397154613509e-06
"cat__community_water_suggestions_Treated water tap systems to compound will be better compared to traditional track and community taps, this will help to improve water quality by eliminating contamination and also reduce water cost while eliminating rampant accident cause by tank track drivers.",1.1857327343864843e-06
"cat__community_water_suggestions_Yeah, my suggestion is that the South Sudan government must invest in water sectors so that the populations should not be in difficulty of water scarcity. ",1.0671971983791643e-06
cat__community_water_suggestions_Water need to be treated and piped to homes to avoid tanks stuck during rainy season and reduce cost for water,1.0596930743673733e-06
cat__health_handwashing_impact_Always affected,1.049945659567669e-06
cat__additional_information_Boreholes should be drilled to reduce water shortage ,1.027480995417491e-06
cat__community_water_challenges_Yes,9.224380433781618e-07
cat__community_water_suggestions_Hygiene should be prioritized by the water distributor.,9.19030377586539e-07
cat__health_sanitation_difficulty_Agree,9.17126361858114e-07
cat__community_water_suggestions_Laying the pipe to households ,8.99040899764828e-07
cat__primary_income_Private sector ,8.812888697442531e-07
cat__community_water_suggestions_Helps ,8.809522411259885e-07
cat__health_sanitation_management_Toilets remain unclean,8.525738809738891e-07
cat__community_water_suggestions_By introduceing pipping ,8.089111612237832e-07
cat__school_water_source_Piped water,7.50392433063003e-07
cat__community_water_challenges_Water is provided by water tanks,7.490339541675967e-07
cat__community_water_suggestions_Employment and setting up of centres for production of clean water,7.277024145374635e-07
cat__additional_information_Every citizen is having rights to access Portable water ,7.177856011686908e-07
"cat__community_water_challenges_Poor water sanitation, transportation, price and delivery shortage. ",7.094823170284316e-07
cat__health_shortage_frequency_A few times per week,6.66718907984937e-07
num__additional_quality.1,6.623864360792568e-07
cat__community_water_suggestions_Constructing tap ,6.289686691913948e-07
cat__community_water_suggestions_Setting up portable clean water ,5.983485089962608e-07
cat__community_water_challenges_Lack of purified water ,5.630819126784264e-07
cat__community_water_challenges_Delayed & long distance it is biggest issue ,5.386784237997676e-07
cat__community_water_suggestions_Treated piped water should be available to all households ,4.803054753243131e-07
num__more_taps.1,4.7064897519680015e-07
cat__community_water_suggestions_Setting up more piped water in every neighborhood ,4.542451876422971e-07
cat__community_water_challenges_It is expensive ,4.405531657396147e-07
"cat__community_water_suggestions_Government has to invest in clean drinking water by connecting pipes under the ground to supply houses at least in the City, Juba.",4.3137129399120516e-07
cat__school_student_population_Not Applicable,4.21014150493097e-07
"cat__shortage_reason_High cost of water, Limited daily supply, Long distance to water source, Poor water quality",4.1575477048613957e-07
cat__community_water_suggestions_installing tabs,3.8474307100865e-07
cat__community_water_suggestions_Reducing price,3.74278852744285e-07
cat__health_toilet_closures_frequently,3.671263763420165e-07
cat__community_water_suggestions_Provision of water pipes and water treatments,3.558440700746945e-07
cat__school_equitable_access_Yes,3.4994300149883735e-07
cat__litres_per_person_per_day_101 -120,3.4401637289277035e-07
cat__community_water_challenges_Scarcity of clean water,3.2232945203791936e-07
cat__community_water_challenges_Limited water distribution ,3.0326620185138286e-07
cat__community_water_challenges_It takes long distance to reach nearer water station.,2.91901635377817e-07
cat__community_water_suggestions_reduce the cost and provide tap water,2.877241546707567e-07
cat__community_water_suggestions_Lowering cost,2.867111225837118e-07
"cat__community_water_suggestions_Improvements of roads 
Introduction of taps to provide water to each house hold.",2.6279545094724024e-07
cat__community_water_suggestions_Electronic water ,2.578557432275203e-07
cat__health_daily_patients_50-100,2.5082640451272303e-07
cat__community_water_challenges_high cost,2.475360380916628e-07
"cat__community_water_challenges_The main challenges are the high cost of water and unreliable supply. Sometimes water trucks delay or bring water that is not clean. Many households depend on vendors, and not everyone can afford to buy enough water every week.
",2.1845313361655752e-07
cat__community_water_challenges_No challenge,1.8681183511057947e-07
"cat__community_water_challenges_Lack of adequate plumbing and water supply system can hinder access. 
Economic factor, high cost associated with water supply. 
In rural or isolated areas,water sources may be far away from homes.
",1.8250909332433403e-07
cat__health_sanitation_difficulty_Neutral,1.5913283537538876e-07
cat__community_water_challenges_Limited water supply to our community ,1.4608851630532213e-07
cat__bathing_frequency_Three or more times per day,1.31866458396472e-07
cat__community_water_suggestions_Am suggesting that the  water pipe connection  can be put into place for easy assessibility of water by everyone in juba and it treatments ,1.2225320988993553e-07
cat__community_water_challenges_Lack of water ,1.1098812224078392e-07
cat__community_water_challenges_No,1.0893223630951818e-07
"cat__additional_information_Another problem that I may share is the cleanliness of that costly water in Juba, you may assume that the water is clean but after you finish the full container, you see some dirtiness on the container and if you dont clean it frequently your family my fall sick of water borne diseases.",9.661657507268848e-08
cat__community_water_challenges_Dirty water which is mostly provided by the water tanks,9.5541280033275e-08
cat__health_toilet_closures_occasionally,9.17190641339337e-08
cat__community_water_suggestions_Government should provide more water facilities in distinct areas of Juba,8.834520709496698e-08
"cat__community_water_challenges_Expensive water prices, poor roads for safe water delivery.",8.665369708103611e-08
cat__community_water_suggestions_Drill more boreholes,8.128228296712033e-08
cat__community_water_challenges_Lack of it,6.389238284631285e-08
cat__community_water_suggestions_Pipeline systems installation in the country ,6.351291381794293e-08
"cat__community_water_challenges_Poor quality of water,long distance from water source ",6.343874498373657e-08
cat__community_water_challenges_Long distances,5.444938565233522e-08
cat__community_water_challenges_High cost of purchasing water ,5.0967908216234654e-08
cat__community_water_challenges_Absence of chlorine that can be use to keep the water clean ,4.9503377579077755e-08
cat__community_water_challenges_Lack of affordability ,4.311626754908043e-08
cat__community_water_suggestions_Water purification ,3.491933805332084e-08
num__additional_boreholes.1,3.2965943388828506e-08
cat__community_water_suggestions_Building of water pipe and treat water before supply ,2.8511607881491007e-08
cat__community_water_suggestions_Government should provide pipe in the city to ease shortages of water.,2.6231112322441125e-08
"cat__community_water_challenges_sometimes those tanks dont work when its rain, that make it hard for us to get water.",2.542161478850434e-08
cat__community_water_challenges_Too expensive ,2.5231222557755447e-08
cat__age_group_45-54,2.5062539669830488e-08
cat__community_water_suggestions_Government should take the water supply into her hand not be left in the hand of the business personnels who are largely interested profits not public health. ,2.503747129578514e-08
"cat__community_water_suggestions_As a South Sudanese who is concerned about the well-being of our communities, I believe improving access to safe drinking water in Juba requires a collective and sustainable approach. First, we must invest in water purification system and protect existing water sources from contamination. The government in partnership with NGOs and international donars, should prioritize building and maintaining clean water infrastructure such as boreholes, protected well, and treatment facilities. Community education hygiene and safe water storage is also vital. Lastly, empowering local water committees to manage resources transparently will ensure long-term impact and ownership. Access to clean water is not a luxury its a right.  ",2.4052743971029827e-08
cat__community_water_suggestions_By installing the water pipes everywhere ,2.1865972126578608e-08
cat__community_water_challenges_Very serious challenges because of Roads access. ,1.8488777961059182e-08
cat__community_water_suggestions_Making drinking water available to everyone ,1.5831951700255147e-08
cat__additional_information_I have no much rather than the information above ,1.4698831682410639e-08
cat__community_water_challenges_It's always the fact that the available water is not well treated. It's either less treatment or none. There is treatment plan no nothing. It's all boring my friend ??,1.4550692213627683e-08
cat__community_water_challenges_High cost of water ,1.3238825235240959e-08
cat__community_water_challenges_Long distances and economic crisis ,1.0297205294178723e-08
cat__community_water_suggestions_Government should subsides the cost,7.538558477233568e-09
cat__health_sanitation_difficulty_Not Applicable,3.0220991757690355e-09
cat__school_water_challenges_No potable water is provided to students. ,2.2418073371672036e-09
"cat__community_water_suggestions_Improve water treatment 
Regulations and pricing policies on water Tanks 
Monitoring water quality 
Funding and sustainability in remote areas ",1.1194777391750925e-09
"cat__community_water_challenges_High cost, scarcity of safe water sources ",7.783854579875066e-10
cat__community_water_suggestions_Pipes water should be constructed ,5.32219907385581e-10
cat__school_hours_water_available_Not Applicable,5.251342731121522e-10
cat__health_sanitation_difficulty_Strongly agree,1.9387295645936107e-14
cat__community_water_challenges_.,3.942758636716511e-15
"cat__additional_information_In my area, water being drunk by my people have less quality due to their being brought river direct without treating them first ",3.82813302177717e-15
"cat__community_water_challenges_It is costly 
Difficult to access 

",3.7950842408054e-15
cat__community_water_challenges_Distance. The water bodies are far away from some area like Jebel in Juba City where I recently reside in.,2.3290052890832955e-15
"cat__community_water_challenges_Safe drinking water has a limited access, in most cases water tank are the available source for drinking water.",1.938349848729212e-15
cat__additional_information_.,1.6526067567941922e-15
cat__community_water_challenges_distance as the main one and poor hygien. ,4.885678500048811e-16
cat__community_water_challenges_Poor quality of drinking water and high cost of drinking water ,4.517762814046595e-16
cat__community_water_challenges_Poor government water provision to families ,4.477847403253055e-16
"cat__community_water_suggestions_To improve access, the government and NGOs could invest in expanding the piped water network to reach more neighborhoods. Regular water quality testing and public awareness campaigns about water hygiene would also help prevent disease. Installing more community boreholes and providing affordable water purification systems, such as filters or chlorine tablets, could make a big difference. Additionally, better regulation of private water suppliers would ensure the water sold to the public meets safety standards.",3.678382481103324e-16
cat__community_water_suggestions_Water from Nile need to be installed in the area to ease access.,3.447373186673451e-16
cat__community_water_challenges_Long distances and poor water quality.,1.7605598568633382e-16
cat__school_role_Student,1.6618333208793618e-16
cat__community_water_challenges_The price of the water is high ,1.630433465092233e-16
"cat__school_water_challenges_Long queues, Water is expensive, Poor water quality",1.1056404713062472e-16
cat__additional_information_At least people should have their own personal hygiene and good care of water shelters.,1.021698564266968e-16
cat__additional_information_Expensive to buy water ,5.004252529094122e-17
"cat__school_water_challenges_Long queues, Poor water quality, Limited storage facilities",1.2378940360671167e-17
cat__additional_information_Availability of unclean water for daily use.,9.756640572859859e-18
cat__community_water_suggestions_Setting water pipelines all over Juba such that clean drinking water is accessible to all,5.734763236287526e-18
cat__distance_to_water_source_More than 1km,2.0425509160546924e-18
cat__age_group_55-59,1.0778942480019572e-18
cat__community_water_suggestions_More water supply reservoirs should be constructed and more pipes to be constructed ,8.982453083787762e-19
cat__community_water_challenges_No boreholes ,0.0
num__additional_more_taps,0.0
cat__community_water_challenges_High costs ,0.0
"cat__community_water_challenges_Lack of  clean treated water
Expensive bottle water
Unsafe containers ",0.0
cat__community_water_suggestions_Government should initiate the drainage system of water supply in Juba as a whole ,0.0
cat__community_water_suggestions_Allocations of pipe water every household ,0.0
num__additional_more_taps.1,0.0
cat__community_water_suggestions_The water taps in the whole city should be available in everyone home to avoid moving with water tank.,0.0
